Company: 100 Al Sultan Industrial Cement,,,,,,,,,,,,,,,,,,
Production orders,,,,,,,,,,,,,,,,,,
Parent project,Production orders,Description,Item code,Item description,Planning,Actual,Unit,Selection code,Warehouse,Cost center,Person,Status,Start date,End date,Attachment,Note,Overdue,Position number
,,,AG3/8,Aggregate 3/8,"7,560.00000000","7,560.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AGDS01,Sand,"2,520.00000000","2,520.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"5,796.00000000","5,796.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,PBG01,Pigment Beige,201.85200000,201.85200000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,STS01,Strapping Steel (black),226.80000000,226.80000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067095,Plant-03 Night Shift,MASO6BG100,Square 20x20/6cm/Beige,30.00000000,30.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/14/2024,1/14/2024,No,No,0,
,,Standard,,,"4,641.03000000","4,641.03000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,900.00000000,900.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"1,800.00000000","1,800.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,900.00000000,900.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AGDS01,Sand,300.00000000,300.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,690.00000000,690.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,PBG01,Pigment Beige,24.03000000,24.03000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,STS01,Strapping Steel (black),27.00000000,27.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067096,Plant-03 Night Shift,SQ40X40X8GY10,Square 40x40/8cm/Grey,297.60000000,297.60000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/14/2024,1/14/2024,No,No,0,
,,Standard,,,"46,065.20640000","46,065.20640000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"8,928.00000000","8,928.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"17,856.00000000","17,856.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"8,928.00000000","8,928.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AGDS01,Sand,"2,976.00000000","2,976.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"6,844.80000000","6,844.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,PBK01,Pigment Black,264.56640000,264.56640000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,STS01,Strapping Steel (black),267.84000000,267.84000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067097,Plant-03 Night Shift,SQ40X40X8GY12,Square 40x40/8cm/Dark Grey,528.00000000,528.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/14/2024,1/14/2024,No,No,0,
,,Standard,,,"81,728.59200000","81,728.59200000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"15,840.00000000","15,840.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"31,680.00000000","31,680.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"15,840.00000000","15,840.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AGDS01,Sand,"5,280.00000000","5,280.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"12,144.00000000","12,144.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,PBK01,Pigment Black,469.39200000,469.39200000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,STS01,Strapping Steel (black),475.20000000,475.20000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067098,TopWerk,REC60X40X8GY10SB,Rectangle 60x40/8cm/Grey/ShotBlast,375.00000000,324.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/14/2024,1/14/2024,No,No,0,
,,Standard,,,"57,712.50000000","49,863.60000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"11,250.00000000","9,720.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"22,500.00000000","19,440.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"11,250.00000000","9,720.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AGDS01,Sand,"3,750.00000000","3,240.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"8,625.00000000","7,452.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,STS01,Strapping Steel (black),337.50000000,291.60000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067099,TopWerk,REC60X40X8WT10SB,Rectangle 60x40/8cm/White/ShotBlast,213.00000000,189.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/14/2024,1/14/2024,No,No,0,
,,Standard,,,"32,780.70000000","29,087.10000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"6,390.00000000","5,670.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"12,780.00000000","11,340.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"6,390.00000000","5,670.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,AGDS01,Sand,"2,130.00000000","1,890.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"4,899.00000000","4,347.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,STS01,Strapping Steel (black),191.70000000,170.10000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/14/2024,1/14/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067100,Kerbstone,K10CH60-004,Kerbstone 60x30x15 10ch,"2,320.00000000","2,320.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"153,973.76000000","153,973.76000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"32,201.60000000","32,201.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"22,555.04000000","22,555.04000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"58,000.00000000","58,000.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"6,426.40000000","6,426.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,"16,110.08000000","16,110.08000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"18,560.00000000","18,560.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,FP300X600,FP300X600,60.32000000,60.32000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,FP315X600,FP315X600,60.32000000,60.32000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067101,Kerbstone,KBN91-003,Kerbstone 91.5x20x10 B/N,705.00000000,705.00000000,Nos,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"67,726.53000000","67,726.53000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"14,100.00000000","14,100.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"9,870.00000000","9,870.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"25,380.00000000","25,380.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"2,820.00000000","2,820.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,"7,050.00000000","7,050.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"8,460.00000000","8,460.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,FP200X915,FP200X915,23.26500000,23.26500000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,FP210X915,FP210X915,23.26500000,23.26500000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067102,Kerbstone,K10BN60-003,Kerbstone 60x30x10 B/N,"1,220.00000000","1,220.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"111,998.44000000","111,998.44000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"23,460.60000000","23,460.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"16,421.20000000","16,421.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"42,224.20000000","42,224.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"4,684.80000000","4,684.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,"11,724.20000000","11,724.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"13,420.00000000","13,420.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,FP300X600,FP300X600,31.72000000,31.72000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,FP310X600,FP310X600,31.72000000,31.72000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067103,Kerbstone,K15CH60-001,Kerbstone 60x35x20 15ch,940.00000000,940.00000000,Nos,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"102,924.36000000","102,924.36000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"21,356.80000000","21,356.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"14,946.00000000","14,946.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"38,454.46000000","38,454.46000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"4,267.60000000","4,267.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,"10,681.22000000","10,681.22000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"13,160.00000000","13,160.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,FP350X600,FP350X600,29.14000000,29.14000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,FP365X600,FP365X600,29.14000000,29.14000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067104,Kerbstone,RTWT50-100,Roof Tiles 50x50 5cm White,248.00000000,248.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"38,167.20000000","38,167.20000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"7,440.00000000","7,440.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"14,880.00000000","14,880.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"7,440.00000000","7,440.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,"2,480.00000000","2,480.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"5,704.00000000","5,704.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,STS01,Strapping Steel (black),223.20000000,223.20000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067105,Plant-01 Day Shift,REC10GR100,Rectangle 20x10/10cm/Grey,"1,231.20000000","1,231.20000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/18/2028,No,No,0,
,,Standard,,,"260,700.44400000","211,452.44400000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"49,248.00000000",0.00000000,kg,,1,,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"98,496.00000000","98,496.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"49,248.00000000","49,248.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,"16,415.58960000","16,415.58960000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"45,554.40000000","45,554.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,PBK01,Pigment Black,"1,603.02240000","1,603.02240000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,STS01,Strapping Steel (black),135.43200000,135.43200000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067106,Plant-01 Night Shift,MASO8GR100,Square 20x20/8cm/Grey,"1,245.60000000","1,245.60000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"253,408.60080000","253,408.60080000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"49,824.00000000","49,824.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"99,648.00000000","99,648.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"49,824.00000000","49,824.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,"16,607.58480000","16,607.58480000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"37,368.00000000","37,368.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,STS01,Strapping Steel (black),137.01600000,137.01600000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067107,Plant-01 Night Shift,MASO8DGR100,Square 20x20/8cm/Dark Grey,459.60000000,459.60000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"93,502.40280000","93,502.40280000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"18,384.00000000","18,384.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"36,768.00000000","36,768.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"18,384.00000000","18,384.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,"6,127.84680000","6,127.84680000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"13,788.00000000","13,788.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,STS01,Strapping Steel (black),50.55600000,50.55600000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067108,Plant-02 Day Shift,MASO6BG100,Square 20x20/6cm/Beige,28.80000000,28.80000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"4,455.38880000","4,455.38880000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,864.00000000,864.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"1,728.00000000","1,728.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,864.00000000,864.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,288.00000000,288.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,662.40000000,662.40000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,PBG01,Pigment Beige,23.06880000,23.06880000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,STS01,Strapping Steel (black),25.92000000,25.92000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067109,Plant-02 Day Shift,LAL60X30O8WT100,Rectangle 60x30/8cm/White,183.60000000,183.60000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"28,421.28000000","28,421.28000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"5,508.00000000","5,508.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"11,016.00000000","11,016.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"5,508.00000000","5,508.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,"1,836.00000000","1,836.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"4,222.80000000","4,222.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,PBG01,Pigment Beige,165.24000000,165.24000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,STS01,Strapping Steel (black),165.24000000,165.24000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067110,Plant-02 Day Shift,LALLO8DGR100,Rectangle 60x30/8cm/Dark Grey,963.36000000,963.36000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"148,261.10400000","148,261.10400000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"28,900.80000000","28,900.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"57,801.60000000","57,801.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"28,900.80000000","28,900.80000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,"9,633.60000000","9,633.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"22,157.28000000","22,157.28000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,STS01,Strapping Steel (black),867.02400000,867.02400000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067111,Plant-02 Day Shift,LAL60X30O8BK100,Rectangle 60x30/8cm/Black,199.80000000,199.80000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"30,929.04000000","30,929.04000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"5,994.00000000","5,994.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"11,988.00000000","11,988.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"5,994.00000000","5,994.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,AGDS01,Sand,"1,998.00000000","1,998.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"4,595.40000000","4,595.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,PBG01,Pigment Beige,179.82000000,179.82000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,STS01,Strapping Steel (black),179.82000000,179.82000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067112,Plant-02 Night Shift,LALLO6WT100,Rectangle 60x30/6cm/White,540.00000000,540.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/15/2024,1/15/2024,No,No,0,
,,Standard,,,"83,106.00000000","83,106.00000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"16,200.00000000","16,200.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/15/2024,1/15/2024,No,No,,0
